-0.949, -61.555, 72.819
-1.239, -59.576, 72.819
-1.465, -57.59, 72.432
-1.616, -55.596, 71.989
-1.678, -53.598, 71.49
-1.635, -51.599, 70.944
-1.471, -49.606, 70.369
-1.169, -47.63, 69.789
-0.713, -45.684, 69.244
-0.064, -43.794, 68.43
0.768, -41.976, 68.243
1.786, -40.257, 68.413
2.992, -38.663, 68.753
4.349, -37.196, 69.8
5.836, -35.859, 70.435
7.421, -34.641, 71.779
9.073, -33.514, 72.453
10.774, -32.462, 73.768
12.499, -31.45, 74.951
14.234, -30.455, 74.313
15.962, -29.448, 73.009
17.665, -28.4, 72.339
19.325, -27.285, 70.971
20.921, -26.079, 70.298
22.417, -24.753, 69.09
23.797, -23.308, 68.301
25.007, -21.716, 68.15
26.054, -20.014, 68.403
26.888, -18.197, 68.779
27.485, -16.296, 74.526
27.855, -14.33, 74.526
28.207, -12.361, 74.368
28.54, -10.389, 74.154
28.849, -8.413, 73.864
29.126, -6.433, 73.467
29.359, -4.446, 72.169
29.524, -2.453, 68.56
29.59, -0.455, 64.75
29.493, 1.542, 60.703
29.12, 3.503, 56.371
28.264, 5.302, 53.857
26.885, 6.741, 65.947
25.25, 7.892, 74.964
23.571, 8.977, 71.889
21.936, 10.129, 70.499
20.388, 11.395, 70.286
18.943, 12.777, 70.743
17.594, 14.253, 71.477
16.343, 15.813, 71.864
15.174, 17.435, 72.236
14.08, 19.109, 72.583
13.055, 20.826, 72.898
12.092, 22.579, 73.179
11.183, 24.361, 73.426
10.037, 25.838, 72.132
8.114, 26.385, 71.893
6.165, 26.834, 71.893
4.196, 27.182, 71.661
2.211, 27.427, 71.443
0.216, 27.56, 71.247
-1.783, 27.574, 71.079
-3.78, 27.465, 70.945
-5.765, 27.227, 70.85
-7.729, 26.852, 70.78
-9.662, 26.341, 70.802
-11.556, 25.701, 70.858
-13.405, 24.94, 70.941
-15.202, 24.063, 71.046
-16.933, 23.063, 71.301
-18.601, 21.96, 71.439
-20.206, 20.768, 70.365
-21.737, 19.481, 66.659
-23.202, 18.12, 62.733
-24.597, 16.688, 58.545
-25.926, 15.193, 54.033
-27.187, 13.641, 49.109
-28.386, 12.041, 43.631
-29.527, 10.398, 37.359
-30.62, 8.723, 29.795
-31.79, 7.201, 20
-31.82, 5.458, 72.967
-31.762, 3.459, 72.865
-31.636, 1.464, 72.761
-31.439, -0.526, 72.658
-31.168, -2.508, 72.555
-30.82, -4.477, 72.453
-30.393, -6.431, 72.353
-29.882, -8.364, 72.164
-29.282, -10.272, 72.075
-28.594, -12.15, 71.993
-27.82, -13.993, 71.916
-26.957, -15.797, 71.845
-26.008, -17.557, 71.782
-24.966, -19.264, 71.678
-23.83, -20.909, 71.638
